"Date","Price","Open","High","Low","Vol.","Change %"
"06/05/2019","675.24","676.05","680.93","673.43","","0.07%"
"06/04/2019","674.80","658.47","676.09","654.60","","2.48%"
"06/03/2019","658.47","665.06","665.20","654.13","","-0.99%"
"05/31/2019","665.06","674.99","674.99","662.98","","-1.47%"
"05/30/2019","674.99","666.66","676.96","666.63","","1.25%"
"05/29/2019","666.66","675.34","675.40","663.53","","-1.29%"
"05/28/2019","675.34","672.70","679.92","669.10","","0.39%"
"05/24/2019","672.70","665.41","674.66","665.41","","1.10%"
"05/23/2019","665.41","684.99","684.99","664.30","","-2.86%"
"05/22/2019","684.99","692.13","695.96","683.55","","-1.03%"
"05/21/2019","692.13","689.06","697.51","689.06","","0.45%"
"05/20/2019","689.06","697.91","699.41","684.08","","-1.27%"
"05/17/2019","697.91","702.51","702.67","693.73","","-0.65%"
"05/16/2019","702.51","684.90","704.33","680.14","","2.57%"
"05/15/2019","684.90","680.61","685.50","674.14","","0.63%"
"05/14/2019","680.61","670.33","680.61","670.32","","1.53%"
"05/13/2019","670.33","679.10","680.53","669.00","","-1.29%"
"05/10/2019","679.10","676.81","686.63","676.37","","0.34%"
"05/09/2019","676.81","688.66","689.80","674.44","","-1.72%"
"05/08/2019","688.66","692.70","692.70","682.88","","-0.58%"
"05/07/2019","692.70","710.07","710.62","691.18","","-2.45%"
"05/03/2019","710.07","712.27","712.55","707.63","","-0.31%"
"05/02/2019","712.27","716.14","717.37","708.88","","-0.54%"
"05/01/2019","716.14","713.72","721.58","713.41","","0.34%"
"04/30/2019","713.72","718.44","720.55","712.88","","-0.66%"
"04/29/2019","718.44","714.68","719.30","713.39","","0.53%"
"04/26/2019","714.68","714.35","716.46","710.57","","0.05%"
"04/25/2019","714.35","723.47","723.68","710.67","","-1.26%"
"04/24/2019","723.47","728.07","728.59","720.84","","-0.63%"
"04/23/2019","728.07","727.33","729.56","722.63","","0.10%"
"04/18/2019","727.33","728.21","728.53","722.00","","-0.12%"
"04/17/2019","728.21","720.90","730.70","720.90","","1.01%"
"04/16/2019","720.90","707.44","720.90","707.36","","1.90%"
"04/15/2019","707.44","701.24","708.35","701.24","","0.88%"
"04/12/2019","701.24","698.63","703.20","695.91","","0.37%"
"04/11/2019","698.63","694.02","699.35","689.05","","0.66%"
"04/10/2019","694.02","696.44","698.47","693.22","","-0.35%"
"04/09/2019","696.44","697.18","706.03","695.27","","-0.11%"
"04/08/2019","697.18","702.70","703.42","696.25","","-0.79%"
"04/05/2019","702.70","694.07","705.66","694.07","","1.24%"
"04/04/2019","694.07","696.29","696.29","689.62","","-0.32%"
"04/03/2019","696.29","684.16","697.19","684.16","","1.77%"
"04/02/2019","684.16","671.61","685.13","671.61","","1.87%"
"04/01/2019","671.61","666.22","675.45","666.22","","0.81%"
"03/29/2019","666.22","660.74","668.80","660.74","","0.83%"
"03/28/2019","660.74","667.22","667.22","658.31","","-0.97%"
"03/27/2019","667.22","661.13","669.23","660.42","","0.92%"
"03/26/2019","661.13","661.49","664.34","657.37","","-0.05%"
"03/25/2019","661.49","665.69","667.41","659.36","","-0.63%"
"03/22/2019","665.69","683.24","684.69","664.02","","-2.57%"
"03/21/2019","683.24","685.46","685.46","678.09","","-0.32%"
"03/20/2019","685.46","695.06","697.87","685.46","","-1.38%"
"03/19/2019","695.06","697.45","699.17","694.56","","-0.34%"
"03/18/2019","697.45","694.00","699.08","694.00","","0.50%"
"03/15/2019","694.00","682.08","694.39","682.06","","1.75%"
"03/14/2019","682.08","672.10","684.24","670.88","","1.48%"
"03/13/2019","672.10","668.49","673.61","665.51","","0.54%"
"03/12/2019","668.49","667.41","672.14","665.33","","0.16%"
"03/11/2019","667.41","663.41","671.97","663.32","","0.60%"
"03/08/2019","663.41","672.62","672.62","659.40","","-1.37%"
"03/07/2019","672.62","689.50","689.50","669.84","","-2.45%"
"03/06/2019","689.50","697.85","697.85","685.50","","-1.20%"
"03/05/2019","697.85","694.99","701.59","693.53","","0.41%"
"03/04/2019","694.99","691.75","699.51","691.75","","0.47%"
"03/01/2019","691.75","682.78","694.25","682.78","","1.31%"
"02/28/2019","682.78","677.27","683.94","671.69","","0.81%"
"02/27/2019","677.27","683.37","683.37","674.61","","-0.89%"
"02/26/2019","683.37","683.82","684.76","676.52","","-0.07%"
"02/25/2019","683.82","672.59","684.29","672.48","","1.67%"
"02/22/2019","672.59","670.25","677.63","670.25","","0.35%"
"02/21/2019","670.25","672.12","674.27","668.46","","-0.28%"
"02/20/2019","672.12","665.03","672.33","665.00","","1.07%"
"02/19/2019","665.03","665.61","667.01","661.65","","-0.09%"
"02/18/2019","665.61","665.65","667.35","664.36","","-0.01%"
"02/15/2019","665.65","660.14","670.37","655.12","","0.83%"
"02/14/2019","660.14","666.39","669.14","659.77","","-0.94%"
"02/13/2019","666.39","657.36","668.27","657.36","","1.37%"
"02/12/2019","657.36","655.18","661.90","655.04","","0.33%"
"02/11/2019","655.18","647.75","656.82","647.69","","1.15%"
"02/08/2019","647.75","656.54","658.26","646.35","","-1.34%"
"02/07/2019","656.54","664.89","665.06","656.54","","-1.26%"
"02/06/2019","664.89","659.51","665.77","655.59","","0.82%"
"02/05/2019","659.51","653.17","660.33","649.63","","0.97%"
"02/04/2019","653.17","652.00","653.44","648.94","","0.18%"
"02/01/2019","652.00","643.81","653.00","643.30","","1.27%"
"01/31/2019","643.81","649.57","656.16","640.89","","-0.89%"
"01/30/2019","649.57","645.24","652.65","642.96","","0.67%"
"01/29/2019","645.24","641.33","648.22","640.50","","0.61%"
"01/28/2019","641.33","646.99","648.15","638.60","","-0.87%"
"01/25/2019","646.99","648.91","652.12","646.78","","-0.30%"
"01/24/2019","648.91","645.20","651.77","643.46","","0.58%"
"01/23/2019","645.20","650.56","651.79","643.38","","-0.82%"
"01/22/2019","650.56","653.01","653.47","648.39","","-0.38%"
"01/21/2019","653.01","651.37","653.88","648.38","","0.25%"
"01/18/2019","651.37","634.64","654.81","634.64","","2.64%"
"01/17/2019","634.64","640.93","640.93","628.49","","-0.98%"
"01/16/2019","640.93","632.52","643.49","632.52","","1.33%"
"01/15/2019","632.52","630.49","638.56","627.99","","0.32%"
"01/14/2019","630.49","630.72","630.93","623.36","","-0.04%"
"01/11/2019","630.72","630.77","638.81","628.83","","-0.01%"
"01/10/2019","630.77","625.74","631.30","618.07","","0.80%"
"01/09/2019","625.74","621.62","631.94","617.24","","0.66%"
"01/08/2019","621.62","610.75","625.62","610.65","","1.78%"
"01/07/2019","610.75","609.62","614.45","609.07","","0.19%"
"01/04/2019","609.62","594.28","611.30","594.28","","2.58%"
"01/03/2019","594.28","604.14","605.31","593.29","","-1.63%"
"01/02/2019","604.14","610.03","610.03","592.63","","-0.97%"
"12/31/2018","610.03","608.47","613.78","607.71","","0.26%"
"12/28/2018","608.47","589.68","609.91","589.68","","3.19%"
"12/27/2018","589.68","598.17","604.36","584.49","","-1.42%"
"12/24/2018","598.17","596.86","600.15","592.73","","0.22%"
"12/21/2018","596.86","602.10","605.51","593.02","","-0.87%"
"12/20/2018","602.10","604.94","607.09","592.79","","-0.47%"
"12/19/2018","604.94","599.82","606.81","597.78","","0.85%"
"12/18/2018","599.82","599.05","607.84","594.04","","0.13%"
"12/17/2018","599.05","609.02","609.03","597.52","","-1.64%"
"12/14/2018","609.02","612.61","612.61","600.33","","-0.59%"
"12/13/2018","612.61","616.65","621.77","611.10","","-0.66%"
"12/12/2018","616.65","607.73","619.36","603.00","","1.47%"
"12/11/2018","607.73","605.38","613.82","599.57","","0.39%"
"12/10/2018","605.38","612.32","615.08","605.21","","-1.13%"
"12/07/2018","612.32","609.62","622.50","609.54","","0.44%"
"12/06/2018","609.62","641.87","641.87","604.16","","-5.02%"
"12/05/2018","641.87","652.69","652.69","637.66","","-1.66%"
"12/04/2018","652.69","659.00","662.20","651.98","","-0.96%"
"12/03/2018","659.00","654.01","673.82","654.01","","0.76%"
"11/30/2018","654.01","658.75","658.87","650.67","","-0.72%"
"11/29/2018","658.75","659.66","666.16","658.57","","-0.14%"
"11/28/2018","659.66","660.70","664.34","657.46","","-0.16%"
"11/27/2018","660.70","663.03","665.78","657.18","","-0.35%"
"11/26/2018","663.03","648.88","664.71","648.88","","2.18%"
"11/23/2018","648.88","643.36","651.50","642.76","","0.86%"
"11/22/2018","643.36","652.54","652.97","642.63","","-1.41%"
"11/21/2018","652.54","643.80","653.37","643.37","","1.36%"
"11/20/2018","643.80","655.60","655.60","639.81","","-1.80%"
"11/19/2018","655.60","652.31","661.22","652.27","","0.50%"
"11/16/2018","652.31","660.26","669.16","649.86","","-1.20%"
"11/15/2018","660.26","678.11","686.22","652.38","","-2.63%"
"11/14/2018","678.11","679.03","687.02","669.50","","-0.14%"
"11/13/2018","679.03","668.36","680.33","668.36","","1.60%"
"11/12/2018","668.36","675.70","680.76","665.91","","-1.09%"
"11/09/2018","675.70","673.44","677.85","668.93","","0.34%"
"11/08/2018","673.44","666.58","675.82","666.58","","1.03%"
"11/07/2018","666.58","661.15","669.68","661.15","","0.82%"
"11/06/2018","661.15","665.93","667.92","656.07","","-0.72%"
"11/05/2018","665.93","676.96","676.97","665.29","","-1.63%"
"11/02/2018","676.96","668.44","685.04","668.44","","1.27%"
"11/01/2018","668.44","664.46","674.22","658.62","","0.60%"
"10/31/2018","664.46","648.86","666.72","648.86","","2.40%"
"10/30/2018","648.86","650.04","652.98","644.13","","-0.18%"
"10/29/2018","650.04","639.97","658.93","639.97","","1.57%"
"10/26/2018","639.97","644.18","644.18","629.14","","-0.65%"
"10/25/2018","644.18","639.76","645.83","634.12","","0.69%"
"10/24/2018","639.76","642.82","648.46","639.76","","-0.48%"
"10/23/2018","642.82","647.73","647.73","636.05","","-0.76%"
"10/22/2018","647.73","646.12","655.88","646.12","","0.25%"
"10/19/2018","646.12","655.15","656.56","642.98","","-1.38%"
"10/18/2018","655.15","660.44","661.80","655.06","","-0.80%"
"10/17/2018","660.44","663.40","666.44","657.72","","-0.45%"
"10/16/2018","663.40","662.27","664.13","657.59","","0.17%"
"10/15/2018","662.27","666.84","667.06","659.52","","-0.69%"
"10/12/2018","666.84","666.24","674.40","666.24","","0.09%"
"10/11/2018","666.24","686.70","686.70","666.24","","-2.98%"
"10/10/2018","686.70","694.11","699.56","686.70","","-1.07%"
"10/09/2018","694.11","696.37","703.04","691.35","","-0.32%"
"10/08/2018","696.37","707.60","708.58","696.37","","-1.59%"
"10/05/2018","707.60","715.48","715.48","707.49","","-1.10%"
"10/04/2018","715.48","713.69","719.81","711.26","","0.25%"
"10/03/2018","713.69","710.33","715.64","710.23","","0.47%"
"10/02/2018","710.33","720.07","720.07","707.66","","-1.35%"
"10/01/2018","720.07","724.08","726.78","718.49","","-0.55%"
"09/28/2018","724.08","739.48","739.48","718.35","","-2.08%"
"09/27/2018","739.48","738.24","740.55","733.34","","0.17%"
"09/26/2018","738.24","734.92","739.81","733.24","","0.45%"
"09/25/2018","734.92","734.29","738.93","733.68","","0.09%"
"09/24/2018","734.29","736.59","739.83","733.24","","-0.31%"
"09/21/2018","736.59","723.85","737.24","723.69","","1.76%"
"09/20/2018","723.85","711.57","723.85","711.54","","1.73%"
"09/19/2018","711.57","700.11","711.57","699.67","","1.64%"
"09/18/2018","700.11","700.66","705.66","699.67","","-0.08%"
"09/17/2018","700.66","704.47","704.47","699.41","","-0.54%"
"09/14/2018","704.47","701.92","706.19","701.88","","0.36%"
"09/13/2018","701.92","699.01","703.45","698.60","","0.42%"
"09/12/2018","699.01","700.78","702.71","696.93","","-0.25%"
"09/11/2018","700.78","704.61","705.07","694.48","","-0.54%"
"09/10/2018","704.61","703.90","708.23","700.78","","0.10%"
"09/07/2018","703.90","711.45","713.71","699.95","","-1.06%"
"09/06/2018","711.45","714.79","717.60","709.68","","-0.47%"
"09/05/2018","714.79","720.60","720.60","712.49","","-0.81%"
"09/04/2018","720.60","726.60","730.74","718.35","","-0.83%"
"09/03/2018","726.60","719.41","728.61","719.30","","1.00%"
"08/31/2018","719.41","722.17","724.86","718.71","","-0.38%"
"08/30/2018","722.17","724.44","726.65","721.20","","-0.31%"
"08/29/2018","724.44","730.05","733.79","722.70","","-0.77%"
"08/28/2018","730.05","723.68","732.84","723.68","","0.88%"
"08/24/2018","723.68","721.47","726.26","720.17","","0.31%"
"08/23/2018","721.47","725.01","725.28","719.72","","-0.49%"
"08/22/2018","725.01","722.70","726.57","719.08","","0.32%"
"08/21/2018","722.70","717.80","722.70","714.26","","0.68%"
"08/20/2018","717.80","714.90","719.85","714.29","","0.41%"
"08/17/2018","714.90","716.88","719.51","710.55","","-0.28%"
"08/16/2018","716.88","713.07","719.05","710.57","","0.53%"
"08/15/2018","713.07","724.25","727.90","710.95","","-1.54%"
"08/14/2018","724.25","732.32","735.83","720.73","","-1.10%"
"08/13/2018","732.32","731.49","734.40","726.13","","0.11%"
"08/10/2018","731.49","738.51","738.51","730.87","","-0.95%"
"08/09/2018","738.51","737.99","740.44","730.79","","0.07%"
"08/08/2018","737.99","723.30","739.32","719.52","","2.03%"
"08/07/2018","723.30","720.96","726.13","720.20","","0.32%"
"08/06/2018","720.96","721.11","725.16","718.67","","-0.02%"
"08/03/2018","721.11","714.13","723.94","714.06","","0.98%"
"08/02/2018","714.13","729.12","730.15","714.13","","-2.06%"
"08/01/2018","729.12","735.52","738.62","724.26","","-0.87%"
"07/31/2018","735.52","729.76","740.28","728.07","","0.79%"
"07/30/2018","729.76","721.34","731.68","717.09","","1.17%"
"07/27/2018","721.34","720.31","725.29","718.65","","0.14%"
"07/26/2018","720.31","717.62","722.65","717.25","","0.37%"
"07/25/2018","717.62","731.38","732.23","716.13","","-1.88%"
"07/24/2018","731.38","724.99","735.61","724.99","","0.88%"
"07/23/2018","724.99","729.72","729.77","722.34","","-0.65%"
"07/20/2018","729.72","732.78","732.78","722.53","","-0.42%"
"07/19/2018","732.78","730.97","737.13","728.81","","0.25%"
"07/18/2018","730.97","723.40","732.75","722.08","","1.05%"
"07/17/2018","723.40","718.14","724.77","717.18","","0.73%"
"07/16/2018","718.14","719.65","720.26","711.69","","-0.21%"
"07/13/2018","719.65","718.32","724.66","718.32","","0.19%"
"07/12/2018","718.32","715.53","725.09","715.50","","0.39%"
"07/11/2018","715.53","727.12","727.12","713.11","","-1.59%"
"07/10/2018","727.12","730.46","732.46","726.93","","-0.46%"
"07/09/2018","730.46","721.90","731.92","721.90","","1.19%"
"07/06/2018","721.90","725.72","729.52","717.40","","-0.53%"
"07/05/2018","725.72","723.90","729.08","723.87","","0.25%"
"07/04/2018","723.90","723.33","724.72","720.28","","0.08%"
"07/03/2018","723.33","718.83","725.53","716.06","","0.63%"
"07/02/2018","718.83","725.85","725.85","717.84","","-0.97%"
"06/29/2018","725.85","721.89","732.02","721.89","","0.55%"
"06/28/2018","721.89","730.16","730.16","718.61","","-1.13%"
"06/27/2018","730.16","730.12","732.71","722.28","","0.01%"
"06/26/2018","730.12","728.03","733.43","727.14","","0.29%"
"06/25/2018","728.03","745.66","745.78","727.58","","-2.36%"
"06/22/2018","745.66","733.27","746.07","733.27","","1.69%"
"06/21/2018","733.27","743.45","748.14","732.44","","-1.37%"
"06/20/2018","743.45","744.44","750.53","743.45","","-0.13%"
"06/19/2018","744.44","744.30","746.94","735.53","","0.02%"
"06/18/2018","744.30","744.11","751.28","742.15","","0.03%"
"06/15/2018","744.11","760.13","760.13","744.11","","-2.11%"
"06/14/2018","760.13","755.90","764.35","748.08","","0.56%"
"06/13/2018","755.90","755.88","760.37","752.54","","0.00%"
"06/12/2018","755.88","756.47","761.83","753.19","","-0.08%"
"06/11/2018","756.47","747.73","758.05","747.56","","1.17%"
"06/08/2018","747.73","753.36","753.36","743.42","","-0.75%"
"06/07/2018","753.36","753.61","760.88","752.89","","-0.03%"
"06/06/2018","753.61","754.29","756.41","748.57","","-0.09%"
"06/05/2018","754.29","764.87","765.15","754.29","","-1.38%"
"06/04/2018","764.87","758.84","767.37","758.84","","0.79%"
"06/01/2018","758.84","751.41","764.59","751.41","","0.99%"
"05/31/2018","751.41","753.18","758.96","749.07","","-0.24%"
"05/30/2018","753.18","751.91","756.17","747.86","","0.17%"
"05/29/2018","751.91","776.49","776.49","749.33","","-3.17%"
"05/25/2018","776.49","773.69","782.08","773.69","","0.36%"
"05/24/2018","773.69","784.33","787.68","773.63","","-1.36%"
"05/23/2018","784.33","794.28","794.68","779.81","","-1.25%"
"05/22/2018","794.28","795.89","799.82","794.28","","-0.20%"
"05/21/2018","795.89","788.17","797.56","788.17","","0.98%"
"05/18/2018","788.17","786.73","789.92","784.24","","0.18%"
"05/17/2018","786.73","783.95","786.95","781.81","","0.35%"
"05/16/2018","783.95","785.89","787.87","783.01","","-0.25%"
"05/15/2018","785.89","779.28","786.72","778.98","","0.85%"
"05/14/2018","779.28","787.68","787.78","775.83","","-1.07%"
"05/11/2018","787.68","788.39","790.80","784.11","","-0.09%"
"05/10/2018","788.39","785.44","792.18","784.39","","0.38%"
"05/09/2018","785.44","780.82","785.88","780.27","","0.59%"
"05/08/2018","780.82","773.67","781.28","773.39","","0.92%"
"05/04/2018","773.67","771.13","776.66","770.96","","0.33%"
"05/03/2018","771.13","774.53","777.59","769.42","","-0.44%"
"05/02/2018","774.53","774.48","777.03","772.61","","0.01%"
"05/01/2018","774.48","768.62","778.93","768.62","","0.76%"
"04/30/2018","768.62","767.21","775.67","767.21","","0.18%"
"04/27/2018","767.21","763.11","770.04","762.83","","0.54%"
"04/26/2018","763.11","765.27","767.45","757.65","","-0.28%"
"04/25/2018","765.27","772.06","772.06","760.48","","-0.88%"
"04/24/2018","772.06","773.37","776.47","767.29","","-0.17%"
"04/23/2018","773.37","764.44","774.43","764.44","","1.17%"
"04/20/2018","764.44","760.52","766.58","760.52","","0.52%"
"04/19/2018","760.52","758.37","761.83","757.75","","0.28%"
"04/18/2018","758.37","750.33","760.50","750.33","","1.07%"
"04/17/2018","750.33","744.30","751.82","744.04","","0.81%"
"04/16/2018","744.30","751.23","753.42","744.27","","-0.92%"
"04/13/2018","751.23","747.13","753.44","747.13","","0.55%"
"04/12/2018","747.13","742.32","747.87","742.23","","0.65%"
"04/11/2018","742.32","741.40","744.54","740.42","","0.12%"
"04/10/2018","741.40","734.21","741.86","734.21","","0.98%"
"04/09/2018","734.21","730.71","735.52","729.00","","0.48%"
"04/06/2018","730.71","731.34","733.08","727.34","","-0.09%"
"04/05/2018","731.34","727.43","735.29","726.77","","0.54%"
"04/04/2018","727.43","727.60","728.76","718.26","","-0.02%"
"04/03/2018","727.60","732.04","732.37","721.24","","-0.61%"
"03/29/2018","732.04","740.29","741.71","732.04","","-1.11%"
"03/28/2018","740.29","740.15","740.29","728.52","","0.02%"
"03/27/2018","740.15","732.32","748.57","732.32","","1.07%"
"03/26/2018","732.32","735.59","739.35","729.40","","-0.44%"
"03/23/2018","735.59","747.52","747.52","732.27","","-1.60%"
"03/22/2018","747.52","759.03","759.37","743.79","","-1.52%"
"03/21/2018","759.03","761.19","764.24","757.13","","-0.28%"
"03/20/2018","761.19","753.44","763.73","753.44","","1.03%"
"03/19/2018","753.44","763.04","765.66","751.98","","-1.26%"
"03/16/2018","763.04","771.93","772.65","763.04","","-1.15%"
"03/15/2018","771.93","762.36","775.32","762.36","","1.26%"
"03/14/2018","762.36","750.07","769.13","749.35","","1.64%"
"03/13/2018","750.07","761.53","761.84","748.03","","-1.50%"
"03/12/2018","761.53","759.92","765.29","758.09","","0.21%"
"03/09/2018","759.92","754.41","760.49","753.45","","0.73%"
"03/08/2018","754.41","748.06","755.77","743.34","","0.85%"
"03/07/2018","748.06","740.41","748.73","739.33","","1.03%"
"03/06/2018","740.41","736.61","748.00","736.61","","0.52%"
"03/05/2018","736.61","731.27","737.32","728.01","","0.73%"
"03/02/2018","731.27","746.00","746.00","729.98","","-1.97%"
"03/01/2018","746.00","749.38","749.89","744.87","","-0.45%"
"02/28/2018","749.38","753.12","756.62","749.38","","-0.50%"
"02/27/2018","753.12","751.22","759.32","749.95","","0.25%"
"02/26/2018","751.22","749.03","754.01","747.28","","0.29%"
"02/23/2018","749.03","750.71","753.63","746.16","","-0.22%"
"02/22/2018","750.71","750.61","752.90","743.23","","0.01%"
"02/21/2018","750.61","745.01","753.51","740.23","","0.75%"
"02/20/2018","745.01","738.28","745.26","738.21","","0.91%"
"02/19/2018","738.28","741.97","745.21","736.21","","-0.50%"
"02/16/2018","741.97","736.99","743.97","736.99","","0.68%"
"02/15/2018","736.99","733.27","745.70","733.27","","0.51%"
"02/14/2018","733.27","729.65","739.49","727.74","","0.50%"
"02/13/2018","729.65","730.23","734.01","728.74","","-0.08%"
"02/12/2018","730.23","719.82","734.29","719.82","","1.45%"
"02/09/2018","719.82","727.13","727.26","714.86","","-1.01%"
"02/08/2018","727.13","738.52","742.62","726.12","","-1.54%"
"02/07/2018","738.52","718.12","742.70","718.12","","2.84%"
"02/06/2018","718.12","743.93","743.93","717.42","","-3.47%"
"02/05/2018","743.93","757.30","757.30","740.12","","-1.77%"
"02/02/2018","757.30","760.14","760.58","755.98","","-0.37%"
"02/01/2018","760.14","759.84","768.76","755.97","","0.04%"
"01/31/2018","759.84","763.26","764.95","758.46","","-0.45%"
"01/30/2018","763.26","772.88","772.88","760.82","","-1.24%"
"01/29/2018","772.88","771.04","778.05","771.04","","0.24%"
"01/26/2018","771.04","768.97","773.01","767.79","","0.27%"
"01/25/2018","768.97","771.31","772.98","765.22","","-0.30%"
"01/24/2018","771.31","773.24","776.67","771.31","","-0.25%"
"01/23/2018","773.24","777.56","781.15","771.23","","-0.56%"
"01/22/2018","777.56","784.10","784.14","776.98","","-0.83%"
"01/19/2018","784.10","782.58","786.46","780.88","","0.19%"
"01/18/2018","782.58","780.07","782.58","777.73","","0.32%"
"01/17/2018","780.07","775.99","781.88","775.19","","0.53%"
"01/16/2018","775.99","775.00","780.73","773.35","","0.13%"
"01/15/2018","775.00","778.38","780.35","774.80","","-0.43%"
"01/12/2018","778.38","776.01","780.24","776.01","","0.31%"
"01/11/2018","776.01","775.87","777.91","771.72","","0.02%"
"01/10/2018","775.87","763.79","775.87","761.63","","1.58%"
"01/09/2018","763.79","759.35","763.79","755.49","","0.58%"
"01/08/2018","759.35","762.86","765.12","757.69","","-0.46%"
"01/05/2018","762.86","759.64","762.86","758.09","","0.42%"
"01/04/2018","759.64","755.60","761.45","755.17","","0.53%"
"01/03/2018","755.60","757.54","758.34","752.65","","-0.26%"
"01/02/2018","757.54","766.53","772.93","754.89","","-1.17%"
"12/29/2017","766.53","756.58","767.10","754.99","","1.32%"
"12/28/2017","756.58","756.75","760.41","755.68","","-0.02%"
"12/27/2017","756.75","753.80","758.26","749.33","","0.39%"
"12/22/2017","753.80","752.62","755.40","750.09","","0.16%"
"12/21/2017","752.62","746.77","754.80","744.35","","0.78%"
"12/20/2017","746.77","750.39","753.21","745.97","","-0.48%"
"12/19/2017","750.39","750.19","755.62","749.86","","0.03%"
"12/18/2017","750.19","738.83","751.79","738.83","","1.54%"
"12/15/2017","738.83","735.26","738.83","732.40","","0.49%"
"12/14/2017","735.26","734.01","741.45","732.16","","0.17%"
"12/13/2017","734.01","733.81","735.83","731.15","","0.03%"
"12/12/2017","733.81","734.11","735.78","730.30","","-0.04%"
"12/11/2017","734.11","732.85","737.60","732.84","","0.17%"
"12/08/2017","732.85","723.31","735.36","722.31","","1.32%"
"12/07/2017","723.31","727.75","734.09","722.31","","-0.61%"
"12/06/2017","727.75","728.84","728.97","721.95","","-0.15%"
"12/05/2017","728.84","734.15","736.90","727.05","","-0.72%"
"12/04/2017","734.15","730.37","739.63","730.37","","0.52%"
"12/01/2017","730.37","741.85","741.85","730.37","","-1.55%"
"11/30/2017","741.85","749.34","754.39","740.69","","-1.00%"
"11/29/2017","749.34","747.04","751.80","746.31","","0.31%"
"11/28/2017","747.04","740.99","747.62","738.13","","0.82%"
"11/27/2017","740.99","739.51","749.52","738.46","","0.20%"
"11/24/2017","739.51","738.33","741.80","735.49","","0.16%"
"11/23/2017","738.33","737.97","738.67","735.04","","0.05%"
"11/22/2017","737.97","744.67","744.76","737.12","","-0.90%"
"11/21/2017","744.67","737.94","748.78","737.28","","0.91%"
"11/20/2017","737.94","739.94","740.00","734.27","","-0.27%"
"11/17/2017","739.94","737.00","743.14","735.26","","0.40%"
"11/16/2017","737.00","731.79","739.37","729.24","","0.71%"
"11/15/2017","731.79","732.39","734.13","727.51","","-0.08%"
"11/14/2017","732.39","730.10","734.79","729.50","","0.31%"
"11/13/2017","730.10","731.82","735.19","727.36","","-0.24%"
"11/10/2017","731.82","730.74","734.53","728.45","","0.15%"
"11/09/2017","730.74","731.99","735.67","727.78","","-0.17%"
"11/08/2017","731.99","734.26","734.68","729.45","","-0.31%"
"11/07/2017","734.26","740.00","744.39","733.17","","-0.78%"
"11/06/2017","740.00","743.68","743.84","736.54","","-0.49%"
"11/03/2017","743.68","746.23","749.41","741.44","","-0.34%"
"11/02/2017","746.23","741.99","748.19","740.11","","0.57%"
"11/01/2017","741.99","739.70","745.97","739.70","","0.31%"
"10/31/2017","739.70","737.46","741.28","735.77","","0.30%"
"10/30/2017","737.46","741.79","743.09","736.04","","-0.58%"
"10/27/2017","741.79","744.42","748.56","739.89","","-0.35%"
"10/26/2017","744.42","734.71","745.10","733.64","","1.32%"
"10/25/2017","734.71","740.85","740.97","733.61","","-0.83%"
"10/24/2017","740.85","743.66","745.29","738.80","","-0.38%"
"10/23/2017","743.66","743.55","745.26","740.38","","0.01%"
"10/20/2017","743.55","735.28","744.96","735.28","","1.12%"
"10/19/2017","735.28","735.16","736.57","729.70","","0.02%"
"10/18/2017","735.16","729.64","736.77","729.64","","0.76%"
"10/17/2017","729.64","731.59","735.37","729.64","","-0.27%"
"10/16/2017","731.59","734.41","735.73","730.40","","-0.38%"
"10/13/2017","734.41","733.70","736.20","731.04","","0.10%"
"10/12/2017","733.70","727.36","734.78","727.36","","0.87%"
"10/11/2017","727.36","727.27","729.62","724.75","","0.01%"
"10/10/2017","727.27","726.46","728.85","724.23","","0.11%"
"10/09/2017","726.46","726.24","726.49","724.15","","0.03%"
"10/06/2017","726.24","717.82","726.98","717.82","","1.17%"
"10/05/2017","717.82","716.87","718.71","715.03","","0.13%"
"10/04/2017","716.87","720.09","720.99","715.36","","-0.45%"
"10/03/2017","720.09","725.75","726.50","719.11","","-0.78%"
"10/02/2017","725.75","722.79","726.22","721.43","","0.41%"
"09/29/2017","722.79","717.26","724.31","717.26","","0.77%"
"09/28/2017","717.26","711.92","718.42","710.97","","0.75%"
"09/27/2017","711.92","702.31","715.31","702.25","","1.37%"
"09/26/2017","702.31","708.37","708.37","700.95","","-0.86%"
"09/25/2017","708.37","716.62","716.62","707.73","","-1.15%"
"09/22/2017","716.62","714.38","717.27","708.48","","0.31%"
"09/21/2017","714.38","713.99","719.44","713.38","","0.05%"
"09/20/2017","713.99","714.82","719.89","713.29","","-0.12%"
"09/19/2017","714.82","714.49","715.76","712.08","","0.05%"
"09/18/2017","714.49","707.56","714.49","707.56","","0.98%"
"09/15/2017","707.56","716.07","716.13","705.29","","-1.19%"
"09/14/2017","716.07","723.38","723.38","714.81","","-1.01%"
"09/13/2017","723.38","727.85","727.85","722.13","","-0.61%"
"09/12/2017","727.85","725.12","728.58","725.01","","0.38%"
"09/11/2017","725.12","715.98","729.34","715.98","","1.28%"
"09/08/2017","715.98","714.43","716.54","710.11","","0.22%"
"09/07/2017","714.43","717.39","720.84","713.71","","-0.41%"
"09/06/2017","717.39","724.83","724.83","713.65","","-1.03%"
"09/05/2017","724.83","730.32","731.39","723.58","","-0.75%"
"09/04/2017","730.32","739.67","739.75","730.32","","-1.26%"
"09/01/2017","739.67","739.28","742.66","738.17","","0.05%"
