"Date","Price","Open","High","Low","Vol.","Change %"
"10/10/2019","3,517.57","3,494.33","3,526.33","3,469.03","","0.67%"
"10/09/2019","3,494.33","3,475.21","3,508.06","3,473.89","","0.55%"
"10/08/2019","3,475.21","3,509.63","3,541.75","3,475.21","","-0.98%"
"10/07/2019","3,509.63","3,502.49","3,518.65","3,462.39","","0.20%"
"10/04/2019","3,502.49","3,499.29","3,503.78","3,466.11","","0.09%"
"10/03/2019","3,499.29","3,511.32","3,543.86","3,457.50","","-0.34%"
"10/02/2019","3,511.32","3,615.99","3,617.96","3,511.32","","-2.89%"
"10/01/2019","3,615.99","3,655.90","3,674.32","3,609.97","","-1.09%"
"09/30/2019","3,655.90","3,666.16","3,684.16","3,655.90","","-0.28%"
"09/27/2019","3,666.16","3,622.68","3,668.73","3,620.75","","1.20%"
"09/26/2019","3,622.68","3,603.01","3,642.83","3,589.85","","0.55%"
"09/25/2019","3,603.01","3,588.03","3,603.01","3,547.40","","0.42%"
"09/24/2019","3,588.03","3,617.53","3,641.63","3,584.29","","-0.82%"
"09/23/2019","3,617.53","3,653.35","3,653.57","3,577.67","","-0.98%"
"09/20/2019","3,653.35","3,630.90","3,660.43","3,625.19","","0.62%"
"09/19/2019","3,630.90","3,582.39","3,643.26","3,580.61","","1.35%"
"09/18/2019","3,582.39","3,601.00","3,619.72","3,582.39","","-0.52%"
"09/17/2019","3,601.00","3,649.02","3,649.44","3,599.47","","-1.32%"
"09/16/2019","3,649.02","3,711.15","3,711.15","3,646.26","","-1.67%"
"09/13/2019","3,711.15","3,623.27","3,720.26","3,617.45","","2.43%"
"09/12/2019","3,623.27","3,630.93","3,639.58","3,574.00","","-0.21%"
"09/11/2019","3,630.93","3,583.15","3,671.40","3,583.15","","1.33%"
"09/10/2019","3,583.15","3,501.01","3,594.80","3,491.44","","2.35%"
"09/09/2019","3,501.01","3,468.66","3,501.01","3,461.02","","0.93%"
"09/06/2019","3,468.66","3,460.36","3,481.60","3,445.93","","0.24%"
"09/05/2019","3,460.36","3,465.35","3,467.24","3,435.63","","-0.14%"
"09/04/2019","3,465.35","3,421.82","3,495.27","3,421.82","","1.27%"
"09/03/2019","3,421.82","3,438.77","3,446.30","3,413.40","","-0.49%"
"09/02/2019","3,438.77","3,415.48","3,460.05","3,399.71","","0.68%"
"08/30/2019","3,415.48","3,416.42","3,441.70","3,403.62","","-0.03%"
"08/29/2019","3,416.42","3,371.76","3,419.08","3,363.51","","1.32%"
"08/28/2019","3,371.76","3,372.00","3,389.23","3,350.62","","-0.01%"
"08/27/2019","3,372.00","3,399.34","3,399.34","3,368.23","","-0.80%"
"08/23/2019","3,399.34","3,427.85","3,450.68","3,399.34","","-0.83%"
"08/22/2019","3,427.85","3,440.09","3,447.96","3,408.39","","-0.36%"
"08/21/2019","3,440.09","3,434.89","3,468.61","3,434.66","","0.15%"
"08/20/2019","3,434.89","3,468.12","3,473.72","3,432.65","","-0.96%"
"08/19/2019","3,468.12","3,434.61","3,497.75","3,434.61","","0.98%"
"08/16/2019","3,434.61","3,385.23","3,437.74","3,384.48","","1.46%"
"08/15/2019","3,385.23","3,437.07","3,437.07","3,370.14","","-1.51%"
"08/14/2019","3,437.07","3,499.30","3,499.92","3,425.96","","-1.78%"
"08/13/2019","3,499.30","3,482.16","3,519.69","3,455.60","","0.49%"
"08/12/2019","3,482.16","3,544.43","3,573.56","3,469.37","","-1.76%"
"08/09/2019","3,544.43","3,601.64","3,601.64","3,544.11","","-1.59%"
"08/08/2019","3,601.64","3,581.05","3,601.64","3,549.88","","0.57%"
"08/07/2019","3,581.05","3,579.99","3,623.10","3,557.48","","0.03%"
"08/06/2019","3,579.99","3,577.76","3,627.18","3,574.32","","0.06%"
"08/05/2019","3,577.76","3,691.97","3,691.97","3,565.62","","-3.09%"
"08/02/2019","3,691.97","3,808.60","3,808.60","3,683.06","","-3.06%"
"08/01/2019","3,808.60","3,770.28","3,835.44","3,769.50","","1.02%"
"07/31/2019","3,770.28","3,834.93","3,838.41","3,751.92","","-1.69%"
"07/30/2019","3,834.93","3,876.59","3,896.09","3,821.74","","-1.07%"
"07/29/2019","3,876.59","3,856.77","3,890.30","3,836.61","","0.51%"
"07/26/2019","3,856.77","3,839.67","3,865.72","3,839.48","","0.45%"
"07/25/2019","3,839.67","3,848.54","3,885.53","3,823.68","","-0.23%"
"07/24/2019","3,848.54","3,914.54","3,915.83","3,843.80","","-1.69%"
"07/23/2019","3,914.54","3,868.28","3,930.00","3,868.28","","1.20%"
"07/22/2019","3,868.28","3,870.20","3,897.71","3,856.87","","-0.05%"
"07/19/2019","3,870.20","3,878.09","3,903.10","3,848.20","","-0.20%"
"07/18/2019","3,878.09","3,887.08","3,897.02","3,867.53","","-0.23%"
"07/17/2019","3,887.08","3,924.86","3,927.01","3,875.16","","-0.96%"
"07/16/2019","3,924.86","3,906.49","3,938.05","3,891.21","","0.47%"
"07/15/2019","3,906.49","3,891.55","3,914.30","3,863.92","","0.38%"
"07/12/2019","3,891.55","3,900.60","3,921.94","3,888.92","","-0.23%"
"07/11/2019","3,900.60","3,910.41","3,917.77","3,891.48","","-0.25%"
"07/10/2019","3,910.41","3,922.87","3,941.11","3,910.41","","-0.32%"
"07/09/2019","3,922.87","3,914.32","3,933.51","3,895.44","","0.22%"
"07/08/2019","3,914.32","3,931.43","3,931.85","3,895.97","","-0.44%"
"07/05/2019","3,931.43","3,929.30","3,955.69","3,912.07","","0.05%"
"07/04/2019","3,929.30","3,925.01","3,937.77","3,913.53","","0.11%"
"07/03/2019","3,925.01","3,898.30","3,925.01","3,893.93","","0.69%"
"07/02/2019","3,898.30","3,861.54","3,906.05","3,858.51","","0.95%"
"07/01/2019","3,861.54","3,827.15","3,883.46","3,827.15","","0.90%"
"06/28/2019","3,827.15","3,820.75","3,837.35","3,811.07","","0.17%"
"06/27/2019","3,820.75","3,799.66","3,838.09","3,799.58","","0.56%"
"06/26/2019","3,799.66","3,781.67","3,816.35","3,770.24","","0.48%"
"06/25/2019","3,781.67","3,779.55","3,782.07","3,742.73","","0.06%"
"06/24/2019","3,779.55","3,810.64","3,811.29","3,776.46","","-0.82%"
"06/21/2019","3,810.64","3,837.37","3,848.47","3,795.41","","-0.70%"
"06/20/2019","3,837.37","3,871.52","3,875.49","3,832.17","","-0.88%"
"06/19/2019","3,871.52","3,846.68","3,878.88","3,845.67","","0.65%"
"06/18/2019","3,846.68","3,810.88","3,861.20","3,797.33","","0.94%"
"06/17/2019","3,810.88","3,777.30","3,820.55","3,777.30","","0.89%"
"06/14/2019","3,777.30","3,796.15","3,796.15","3,754.21","","-0.50%"
"06/13/2019","3,796.15","3,801.24","3,809.34","3,776.04","","-0.13%"
"06/12/2019","3,801.24","3,840.56","3,840.56","3,791.62","","-1.02%"
"06/11/2019","3,840.56","3,858.28","3,870.26","3,836.89","","-0.46%"
"06/10/2019","3,858.28","3,809.82","3,862.81","3,809.82","","1.27%"
"06/07/2019","3,809.82","3,778.73","3,819.88","3,778.73","","0.82%"
"06/06/2019","3,778.73","3,799.49","3,814.95","3,761.00","","-0.55%"
"06/05/2019","3,799.49","3,811.32","3,811.32","3,771.73","","-0.31%"
"06/04/2019","3,811.32","3,775.41","3,819.00","3,747.36","","0.95%"
"06/03/2019","3,775.41","3,780.48","3,780.71","3,736.65","","-0.13%"
"05/31/2019","3,780.48","3,824.86","3,824.86","3,766.58","","-1.16%"
"05/30/2019","3,824.86","3,821.92","3,840.91","3,817.52","","0.08%"
"05/29/2019","3,821.92","3,840.83","3,840.83","3,794.09","","-0.49%"
"05/28/2019","3,840.83","3,846.29","3,854.14","3,815.93","","-0.14%"
"05/24/2019","3,846.29","3,834.75","3,864.50","3,834.75","","0.30%"
"05/23/2019","3,834.75","3,861.12","3,861.12","3,810.24","","-0.68%"
"05/22/2019","3,861.12","3,878.00","3,896.74","3,859.38","","-0.44%"
"05/21/2019","3,878.00","3,848.55","3,895.37","3,848.55","","0.77%"
"05/20/2019","3,848.55","3,885.32","3,888.01","3,821.92","","-0.95%"
"05/17/2019","3,885.32","3,934.27","3,934.27","3,865.87","","-1.24%"
"05/16/2019","3,934.27","3,926.64","3,938.21","3,888.61","","0.19%"
"05/15/2019","3,926.64","3,882.41","3,926.64","3,882.41","","1.14%"
"05/14/2019","3,882.41","3,844.21","3,883.51","3,844.21","","0.99%"
"05/13/2019","3,844.21","3,885.13","3,899.57","3,831.00","","-1.05%"
"05/10/2019","3,885.13","3,880.92","3,922.71","3,871.85","","0.11%"
"05/09/2019","3,880.92","3,930.97","3,930.97","3,866.97","","-1.27%"
"05/08/2019","3,930.97","3,942.59","3,942.68","3,901.52","","-0.29%"
"05/07/2019","3,942.59","4,037.53","4,037.53","3,928.36","","-2.35%"
"05/03/2019","4,037.53","3,997.12","4,069.83","3,997.12","","1.01%"
"05/02/2019","3,997.12","3,999.49","4,026.34","3,968.16","","-0.06%"
"05/01/2019","3,999.49","3,991.82","4,021.14","3,990.21","","0.19%"
"04/30/2019","3,991.82","4,003.25","4,019.75","3,974.63","","-0.29%"
"04/29/2019","4,003.25","3,967.17","4,008.53","3,959.29","","0.91%"
"04/26/2019","3,967.17","3,964.23","3,974.65","3,928.40","","0.07%"
"04/25/2019","3,964.23","4,006.19","4,006.19","3,943.15","","-1.05%"
"04/24/2019","4,006.19","4,041.58","4,041.61","3,987.46","","-0.88%"
"04/23/2019","4,041.58","4,051.34","4,062.67","4,014.13","","-0.24%"
"04/18/2019","4,051.34","4,054.86","4,057.85","4,021.20","","-0.09%"
"04/17/2019","4,054.86","4,032.99","4,070.59","4,030.49","","0.54%"
"04/16/2019","4,032.99","4,002.16","4,044.16","3,998.98","","0.77%"
"04/15/2019","4,002.16","4,000.78","4,016.85","3,993.86","","0.03%"
"04/12/2019","4,000.78","3,948.01","4,016.74","3,945.18","","1.34%"
"04/11/2019","3,948.01","3,924.97","3,964.07","3,914.38","","0.59%"
"04/10/2019","3,924.97","3,936.26","3,950.15","3,910.87","","-0.29%"
"04/09/2019","3,936.26","3,922.95","3,967.68","3,913.73","","0.34%"
"04/08/2019","3,922.95","3,922.87","3,929.04","3,899.07","","0.00%"
"04/05/2019","3,922.87","3,919.08","3,940.90","3,917.10","","0.10%"
"04/04/2019","3,919.08","3,945.31","3,945.98","3,875.77","","-0.66%"
"04/03/2019","3,945.31","3,894.46","3,962.26","3,889.32","","1.31%"
"04/02/2019","3,894.46","3,840.44","3,912.47","3,840.44","","1.41%"
"04/01/2019","3,840.44","3,768.40","3,842.34","3,768.40","","1.91%"
"03/29/2019","3,768.40","3,739.64","3,779.26","3,739.64","","0.77%"
"03/28/2019","3,739.64","3,738.20","3,769.97","3,731.30","","0.04%"
"03/27/2019","3,738.20","3,712.82","3,755.71","3,710.32","","0.68%"
"03/26/2019","3,712.82","3,733.27","3,746.10","3,711.73","","-0.55%"
"03/25/2019","3,733.27","3,732.23","3,762.24","3,716.60","","0.03%"
"03/22/2019","3,732.23","3,827.98","3,833.18","3,724.99","","-2.50%"
"03/21/2019","3,827.98","3,849.59","3,854.16","3,805.22","","-0.56%"
"03/20/2019","3,849.59","3,872.54","3,882.65","3,849.59","","-0.59%"
"03/19/2019","3,872.54","3,877.77","3,893.35","3,866.00","","-0.13%"
"03/18/2019","3,877.77","3,850.09","3,888.87","3,849.02","","0.72%"
"03/15/2019","3,850.09","3,827.52","3,850.75","3,827.52","","0.59%"
"03/14/2019","3,827.52","3,805.76","3,842.02","3,801.65","","0.57%"
"03/13/2019","3,805.76","3,820.14","3,820.14","3,790.65","","-0.38%"
"03/12/2019","3,820.14","3,798.54","3,845.75","3,797.12","","0.57%"
"03/11/2019","3,798.54","3,790.43","3,823.88","3,790.43","","0.21%"
"03/08/2019","3,790.43","3,812.54","3,812.54","3,774.52","","-0.58%"
"03/07/2019","3,812.54","3,833.69","3,844.11","3,785.47","","-0.55%"
"03/06/2019","3,833.69","3,833.23","3,845.81","3,822.46","","0.01%"
"03/05/2019","3,833.23","3,816.37","3,842.16","3,814.79","","0.44%"
"03/04/2019","3,816.37","3,788.13","3,825.92","3,787.58","","0.75%"
"03/01/2019","3,788.13","3,792.72","3,819.52","3,781.77","","-0.12%"
"02/28/2019","3,792.72","3,803.67","3,822.87","3,769.03","","-0.29%"
"02/27/2019","3,803.67","3,787.06","3,815.99","3,764.63","","0.44%"
"02/26/2019","3,787.06","3,783.05","3,794.73","3,738.90","","0.11%"
"02/25/2019","3,783.05","3,765.88","3,789.47","3,751.65","","0.46%"
"02/22/2019","3,765.88","3,782.16","3,806.44","3,759.08","","-0.43%"
"02/21/2019","3,782.16","3,860.06","3,872.72","3,777.27","","-2.02%"
"02/20/2019","3,860.06","3,798.95","3,873.51","3,798.50","","1.61%"
"02/19/2019","3,798.95","3,887.87","3,889.12","3,774.95","","-2.29%"
"02/18/2019","3,887.87","3,901.69","3,909.93","3,878.10","","-0.35%"
"02/15/2019","3,901.69","3,856.37","3,917.97","3,845.36","","1.18%"
"02/14/2019","3,856.37","3,860.83","3,890.68","3,849.04","","-0.12%"
"02/13/2019","3,860.83","3,841.74","3,878.86","3,841.74","","0.50%"
"02/12/2019","3,841.74","3,823.07","3,860.22","3,823.07","","0.49%"
"02/11/2019","3,823.07","3,776.94","3,832.97","3,776.92","","1.22%"
"02/08/2019","3,776.94","3,786.13","3,814.44","3,767.88","","-0.24%"
"02/07/2019","3,786.13","3,859.91","3,864.46","3,786.13","","-1.91%"
"02/06/2019","3,859.91","3,853.99","3,874.07","3,831.16","","0.15%"
"02/05/2019","3,853.99","3,790.73","3,857.01","3,783.63","","1.67%"
"02/04/2019","3,790.73","3,792.01","3,802.49","3,775.01","","-0.03%"
"02/01/2019","3,792.01","3,779.86","3,806.28","3,752.40","","0.32%"
"01/31/2019","3,779.86","3,852.54","3,852.54","3,764.04","","-1.89%"
"01/30/2019","3,852.54","3,796.08","3,864.35","3,790.30","","1.49%"
"01/29/2019","3,796.08","3,759.27","3,816.50","3,759.22","","0.98%"
"01/28/2019","3,759.27","3,818.63","3,818.63","3,754.35","","-1.55%"
"01/25/2019","3,818.63","3,783.94","3,827.24","3,783.94","","0.92%"
"01/24/2019","3,783.94","3,796.89","3,813.54","3,766.85","","-0.34%"
"01/23/2019","3,796.89","3,821.11","3,821.30","3,773.18","","-0.63%"
"01/22/2019","3,821.11","3,864.16","3,864.16","3,807.47","","-1.11%"
"01/21/2019","3,864.16","3,875.44","3,877.36","3,845.09","","-0.29%"
"01/18/2019","3,875.44","3,776.43","3,881.21","3,776.43","","2.62%"
"01/17/2019","3,776.43","3,808.41","3,808.41","3,755.59","","-0.84%"
"01/16/2019","3,808.41","3,770.91","3,818.44","3,770.91","","0.99%"
"01/15/2019","3,770.91","3,764.91","3,807.60","3,745.50","","0.16%"
"01/14/2019","3,764.91","3,773.35","3,773.35","3,729.23","","-0.22%"
"01/11/2019","3,773.35","3,793.41","3,807.88","3,753.99","","-0.53%"
"01/10/2019","3,793.41","3,752.14","3,800.42","3,735.65","","1.10%"
"01/09/2019","3,752.14","3,764.95","3,794.51","3,743.94","","-0.34%"
"01/08/2019","3,764.95","3,720.83","3,794.55","3,720.83","","1.19%"
"01/07/2019","3,720.83","3,764.86","3,776.15","3,709.45","","-1.17%"
"01/04/2019","3,764.86","3,663.27","3,775.51","3,663.21","","2.77%"
"01/03/2019","3,663.27","3,692.02","3,715.50","3,652.77","","-0.78%"
"01/02/2019","3,692.02","3,702.88","3,702.88","3,598.74","","-0.29%"
"12/31/2018","3,702.88","3,700.38","3,705.15","3,658.48","","0.07%"
"12/28/2018","3,700.38","3,615.42","3,702.09","3,615.42","","2.35%"
"12/27/2018","3,615.42","3,661.23","3,694.52","3,592.81","","-1.25%"
"12/24/2018","3,661.23","3,702.79","3,702.79","3,638.39","","-1.12%"
"12/21/2018","3,702.79","3,679.45","3,705.19","3,650.96","","0.63%"
"12/20/2018","3,679.45","3,717.31","3,717.31","3,635.94","","-1.02%"
"12/19/2018","3,717.31","3,701.10","3,730.26","3,686.17","","0.44%"
"12/18/2018","3,701.10","3,700.68","3,743.43","3,690.51","","0.01%"
"12/17/2018","3,700.68","3,752.64","3,752.64","3,697.05","","-1.38%"
"12/14/2018","3,752.64","3,768.90","3,768.90","3,700.16","","-0.43%"
"12/13/2018","3,768.90","3,775.51","3,827.37","3,759.97","","-0.18%"
"12/12/2018","3,775.51","3,693.27","3,787.16","3,692.72","","2.23%"
"12/11/2018","3,693.27","3,675.01","3,736.95","3,653.88","","0.50%"
"12/10/2018","3,675.01","3,722.69","3,732.33","3,672.22","","-1.28%"
"12/07/2018","3,722.69","3,699.42","3,783.78","3,699.42","","0.63%"
"12/06/2018","3,699.42","3,828.91","3,828.91","3,677.01","","-3.38%"
"12/05/2018","3,828.91","3,872.45","3,872.45","3,788.44","","-1.12%"
"12/04/2018","3,872.45","3,917.85","3,949.80","3,863.83","","-1.16%"
"12/03/2018","3,917.85","3,849.37","3,960.03","3,849.37","","1.78%"
"11/30/2018","3,849.37","3,894.53","3,899.58","3,820.86","","-1.16%"
"11/29/2018","3,894.53","3,895.88","3,918.69","3,878.45","","-0.03%"
"11/28/2018","3,895.88","3,911.44","3,946.02","3,885.56","","-0.40%"
"11/27/2018","3,911.44","3,932.14","3,942.88","3,897.38","","-0.53%"
"11/26/2018","3,932.14","3,838.06","3,942.87","3,838.06","","2.45%"
"11/23/2018","3,838.06","3,814.22","3,861.40","3,814.22","","0.63%"
"11/22/2018","3,814.22","3,850.22","3,851.97","3,793.97","","-0.94%"
"11/21/2018","3,850.22","3,753.83","3,857.51","3,753.83","","2.57%"
"11/20/2018","3,753.83","3,823.80","3,823.80","3,729.26","","-1.83%"
"11/19/2018","3,823.80","3,811.31","3,855.83","3,810.67","","0.33%"
"11/16/2018","3,811.31","3,850.65","3,890.37","3,780.24","","-1.02%"
"11/15/2018","3,850.65","3,878.86","3,911.88","3,793.14","","-0.73%"
"11/14/2018","3,878.86","3,889.64","3,928.40","3,840.74","","-0.28%"
"11/13/2018","3,889.64","3,820.91","3,892.76","3,820.91","","1.80%"
"11/12/2018","3,820.91","3,866.94","3,913.34","3,820.91","","-1.19%"
"11/09/2018","3,866.94","3,908.33","3,908.33","3,824.85","","-1.06%"
"11/08/2018","3,908.33","3,851.50","3,927.06","3,851.50","","1.48%"
"11/07/2018","3,851.50","3,829.22","3,871.76","3,829.22","","0.58%"
"11/06/2018","3,829.22","3,861.27","3,876.01","3,813.83","","-0.83%"
"11/05/2018","3,861.27","3,900.20","3,902.87","3,861.27","","-1.00%"
"11/02/2018","3,900.20","3,854.52","3,938.72","3,854.52","","1.19%"
"11/01/2018","3,854.52","3,837.28","3,900.40","3,818.63","","0.45%"
"10/31/2018","3,837.28","3,786.79","3,861.38","3,786.79","","1.33%"
"10/30/2018","3,786.79","3,787.52","3,803.19","3,771.37","","-0.02%"
"10/29/2018","3,787.52","3,661.90","3,825.12","3,661.90","","3.43%"
"10/26/2018","3,661.90","3,710.51","3,711.40","3,620.46","","-1.31%"
"10/25/2018","3,710.51","3,658.78","3,721.62","3,636.43","","1.41%"
"10/24/2018","3,658.78","3,672.14","3,700.16","3,653.97","","-0.36%"
"10/23/2018","3,672.14","3,738.85","3,738.85","3,660.01","","-1.78%"
"10/22/2018","3,738.85","3,721.15","3,782.62","3,721.15","","0.48%"
"10/19/2018","3,721.15","3,730.64","3,749.80","3,717.91","","-0.25%"
"10/18/2018","3,730.64","3,765.81","3,782.78","3,728.18","","-0.93%"
"10/17/2018","3,765.81","3,764.20","3,776.86","3,748.42","","0.04%"
"10/16/2018","3,764.20","3,782.53","3,795.23","3,737.00","","-0.48%"
"10/15/2018","3,782.53","3,798.41","3,798.41","3,764.24","","-0.42%"
"10/12/2018","3,798.41","3,809.83","3,866.73","3,798.15","","-0.30%"
"10/11/2018","3,809.83","3,922.64","3,922.64","3,803.13","","-2.88%"
"10/10/2018","3,922.64","3,897.89","3,971.60","3,897.89","","0.63%"
"10/09/2018","3,897.89","3,912.66","3,937.44","3,894.77","","-0.38%"
"10/08/2018","3,912.66","3,965.02","3,983.88","3,912.66","","-1.32%"
"10/05/2018","3,965.02","4,009.88","4,017.85","3,965.02","","-1.12%"
"10/04/2018","4,009.88","3,993.07","4,051.84","3,989.39","","0.42%"
"10/03/2018","3,993.07","3,950.03","4,003.07","3,950.03","","1.09%"
"10/02/2018","3,950.03","3,994.69","3,994.69","3,933.10","","-1.12%"
"10/01/2018","3,994.69","4,015.08","4,020.82","3,983.66","","-0.51%"
"09/28/2018","4,015.08","4,096.84","4,096.84","3,998.37","","-2.00%"
"09/27/2018","4,096.84","4,085.94","4,101.56","4,053.24","","0.27%"
"09/26/2018","4,085.94","4,066.88","4,090.96","4,058.81","","0.47%"
"09/25/2018","4,066.88","4,085.68","4,090.52","4,059.99","","-0.46%"
"09/24/2018","4,085.68","4,113.20","4,113.20","4,082.27","","-0.67%"
"09/21/2018","4,113.20","4,044.81","4,113.20","4,044.81","","1.69%"
"09/20/2018","4,044.81","4,009.62","4,057.55","4,000.76","","0.88%"
"09/19/2018","4,009.62","3,933.35","4,016.82","3,931.11","","1.94%"
"09/18/2018","3,933.35","3,955.47","3,962.34","3,925.35","","-0.56%"
"09/17/2018","3,955.47","3,957.66","3,961.96","3,928.37","","-0.06%"
"09/14/2018","3,957.66","3,957.68","3,971.93","3,942.16","","0.00%"
"09/13/2018","3,957.68","3,938.29","3,984.47","3,938.29","","0.49%"
"09/12/2018","3,938.29","3,947.58","3,952.45","3,914.86","","-0.24%"
"09/11/2018","3,947.58","3,963.67","3,964.29","3,920.79","","-0.41%"
"09/10/2018","3,963.67","3,953.29","3,983.12","3,936.07","","0.26%"
"09/07/2018","3,953.29","3,995.07","3,996.48","3,929.38","","-1.05%"
"09/06/2018","3,995.07","4,045.97","4,045.97","3,991.26","","-1.26%"
"09/05/2018","4,045.97","4,073.63","4,075.55","4,032.32","","-0.68%"
"09/04/2018","4,073.63","4,046.06","4,085.40","4,037.18","","0.68%"
"09/03/2018","4,046.06","4,010.72","4,052.37","4,010.72","","0.88%"
"08/31/2018","4,010.72","4,048.91","4,049.11","4,007.79","","-0.94%"
"08/30/2018","4,048.91","4,103.70","4,103.70","4,047.24","","-1.34%"
"08/29/2018","4,103.70","4,140.67","4,153.87","4,090.49","","-0.89%"
"08/28/2018","4,140.67","4,122.54","4,170.46","4,119.72","","0.44%"
"08/24/2018","4,122.54","4,125.08","4,137.34","4,113.09","","-0.06%"
"08/23/2018","4,125.08","4,140.95","4,143.46","4,114.34","","-0.38%"
"08/22/2018","4,140.95","4,147.25","4,163.37","4,131.08","","-0.15%"
"08/21/2018","4,147.25","4,156.25","4,160.76","4,136.72","","-0.22%"
"08/20/2018","4,156.25","4,145.59","4,193.70","4,145.59","","0.26%"
"08/17/2018","4,145.59","4,166.56","4,174.27","4,125.72","","-0.50%"
"08/16/2018","4,166.56","4,168.19","4,181.05","4,135.38","","-0.04%"
"08/15/2018","4,168.19","4,228.32","4,243.52","4,159.73","","-1.42%"
"08/14/2018","4,228.32","4,243.83","4,262.23","4,216.89","","-0.37%"
"08/13/2018","4,243.83","4,281.78","4,281.78","4,238.42","","-0.89%"
"08/10/2018","4,281.78","4,322.36","4,322.36","4,263.01","","-0.94%"
"08/09/2018","4,322.36","4,329.62","4,337.93","4,307.36","","-0.17%"
"08/08/2018","4,329.62","4,282.95","4,329.62","4,275.04","","1.09%"
"08/07/2018","4,282.95","4,257.97","4,304.28","4,257.75","","0.59%"
"08/06/2018","4,257.97","4,285.50","4,285.50","4,246.11","","-0.64%"
"08/03/2018","4,285.50","4,231.72","4,303.45","4,231.72","","1.27%"
"08/02/2018","4,231.72","4,297.90","4,303.87","4,217.00","","-1.54%"
"08/01/2018","4,297.90","4,348.57","4,358.15","4,289.40","","-1.17%"
"07/31/2018","4,348.57","4,332.05","4,377.26","4,312.94","","0.38%"
"07/30/2018","4,332.05","4,336.75","4,339.71","4,309.39","","-0.11%"
"07/27/2018","4,336.75","4,317.03","4,352.61","4,316.97","","0.46%"
"07/26/2018","4,317.03","4,302.34","4,329.42","4,292.31","","0.34%"
"07/25/2018","4,302.34","4,347.90","4,349.06","4,290.38","","-1.05%"
"07/24/2018","4,347.90","4,282.30","4,374.61","4,282.30","","1.53%"
"07/23/2018","4,282.30","4,263.59","4,285.29","4,235.53","","0.44%"
"07/20/2018","4,263.59","4,266.36","4,268.09","4,229.90","","-0.06%"
"07/19/2018","4,266.36","4,278.06","4,299.07","4,265.48","","-0.27%"
"07/18/2018","4,278.06","4,237.75","4,280.47","4,228.51","","0.95%"
"07/17/2018","4,237.75","4,247.79","4,259.32","4,223.34","","-0.24%"
"07/16/2018","4,247.79","4,245.78","4,280.92","4,218.86","","0.05%"
"07/13/2018","4,245.78","4,255.28","4,285.87","4,244.94","","-0.22%"
"07/12/2018","4,255.28","4,214.35","4,266.87","4,213.02","","0.97%"
"07/11/2018","4,214.35","4,244.30","4,244.30","4,187.42","","-0.71%"
"07/10/2018","4,244.30","4,281.37","4,295.95","4,236.86","","-0.87%"
"07/09/2018","4,281.37","4,232.74","4,288.83","4,229.28","","1.15%"
"07/06/2018","4,232.74","4,238.67","4,238.75","4,188.29","","-0.14%"
"07/05/2018","4,238.67","4,214.27","4,258.50","4,202.91","","0.58%"
"07/04/2018","4,214.27","4,225.94","4,232.65","4,194.00","","-0.28%"
"07/03/2018","4,225.94","4,211.50","4,236.02","4,197.49","","0.34%"
"07/02/2018","4,211.50","4,273.01","4,273.61","4,203.41","","-1.44%"
"06/29/2018","4,273.01","4,265.23","4,317.15","4,265.23","","0.18%"
"06/28/2018","4,265.23","4,253.31","4,272.79","4,215.37","","0.28%"
"06/27/2018","4,253.31","4,244.08","4,261.39","4,198.03","","0.22%"
"06/26/2018","4,244.08","4,228.10","4,255.80","4,221.84","","0.38%"
"06/25/2018","4,228.10","4,323.03","4,323.03","4,227.87","","-2.20%"
"06/22/2018","4,323.03","4,251.70","4,329.63","4,251.46","","1.68%"
"06/21/2018","4,251.70","4,332.64","4,340.05","4,247.65","","-1.87%"
"06/20/2018","4,332.64","4,316.06","4,380.30","4,316.06","","0.38%"
"06/19/2018","4,316.06","4,322.53","4,326.72","4,264.35","","-0.15%"
"06/18/2018","4,322.53","4,323.43","4,348.13","4,304.56","","-0.02%"
"06/15/2018","4,323.43","4,408.19","4,422.38","4,322.24","","-1.92%"
"06/14/2018","4,408.19","4,385.03","4,429.40","4,350.76","","0.53%"
"06/13/2018","4,385.03","4,401.30","4,420.21","4,385.03","","-0.37%"
"06/12/2018","4,401.30","4,398.44","4,419.33","4,392.62","","0.07%"
"06/11/2018","4,398.44","4,382.77","4,415.96","4,373.94","","0.36%"
"06/08/2018","4,382.77","4,415.79","4,415.79","4,365.27","","-0.75%"
"06/07/2018","4,415.79","4,405.65","4,438.25","4,399.10","","0.23%"
"06/06/2018","4,405.65","4,357.26","4,413.96","4,357.26","","1.11%"
"06/05/2018","4,357.26","4,432.04","4,432.04","4,357.26","","-1.69%"
"06/04/2018","4,432.04","4,396.06","4,446.02","4,395.97","","0.82%"
"06/01/2018","4,396.06","4,364.08","4,428.58","4,364.08","","0.73%"
"05/31/2018","4,364.08","4,394.45","4,415.74","4,346.92","","-0.69%"
"05/30/2018","4,394.45","4,386.06","4,394.45","4,341.72","","0.19%"
"05/29/2018","4,386.06","4,469.63","4,469.63","4,375.10","","-1.87%"
"05/25/2018","4,469.63","4,463.67","4,500.09","4,443.00","","0.13%"
"05/24/2018","4,463.67","4,522.95","4,524.09","4,456.25","","-1.31%"
"05/23/2018","4,522.95","4,560.01","4,566.57","4,502.49","","-0.81%"
"05/22/2018","4,560.01","4,515.21","4,580.50","4,515.21","","0.99%"
